1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1811,0,2,No,296,5,230,470,3,1956,1811,Ex,14115,90,0,0,7,6,1073,1956,2004,230000
1056,0,3,No,1056,3,0,384,1,1966,1056,TA,8900,69,0,42,4,4,1056,1966,1966,107000
1234,0,3,Av,0,1,1234,484,2,2007,1234,Gd,11049,85,0,30,5,8,1234,2007,2007,179900
630,672,3,No,0,1,630,440,1,1970,1302,TA,2016,24,304,0,5,5,630,1970,1970,106000
1035,371,3,No,0,1,319,0,0,1979,1406,Fa,7920,69,0,144,7,6,319,1920,1950,89500
858,0,2,Av,685,6,173,576,1,1983,858,TA,7252,69,0,0,5,5,858,1982,1982,134900
1182,1142,4,No,998,4,177,736,3,2005,2324,Ex,11924,85,286,21,5,9,1175,2005,2006,345000
910,0,3,Av,0,1,105,414,1,1953,910,Gd,8892,74,0,0,7,5,105,1953,1996,116000
798,813,4,Gd,674,6,0,442,2,1964,1611,TA,9760,80,360,128,6,6,780,1964,1964,167900
684,876,3,Av,0,1,684,400,3,2005,1560,Gd,11911,122,0,38,5,6,684,2005,2005,174000
2020,0,4,None,0,0,0,630,1,1977,2020,TA,8400,60,320,0,5,5,0,1977,1977,144000
1338,0,2,Mn,616,6,722,582,3,2001,1338,Gd,4920,41,0,0,5,8,1338,2001,2001,213500
1188,0,3,No,593,4,595,312,1,1962,1188,TA,26142,69,189,39,7,5,1188,1962,1962,157900
1459,0,3,No,0,4,1459,527,2,2002,1459,Gd,8749,70,100,39,5,7,1459,2002,2002,192000
1306,954,3,Gd,1201,6,105,533,2,1996,2260,Gd,14000,80,0,44,5,7,1306,1996,1997,328000
1430,0,3,No,0,1,1413,605,2,2001,1430,Gd,16285,67,0,33,5,7,1413,2001,2002,187100
996,0,3,No,290,4,706,0,0,1979,996,TA,13907,63,0,0,6,5,996,1940,1969,108000
1092,0,3,No,787,3,305,504,2,1964,1092,TA,8250,75,260,0,7,6,1092,1964,1964,145000
625,625,2,No,0,1,625,625,3,2006,1250,Gd,4017,35,0,54,5,7,625,2006,2007,171900
864,864,3,No,0,1,864,572,2,2004,1728,Gd,9313,65,0,56,5,7,864,2004,2004,190000
924,0,3,No,0,1,924,280,1,1981,924,TA,7990,88,0,0,6,5,924,1975,1975,110000
1199,0,2,No,300,6,899,530,2,1993,1199,Gd,7892,55,0,63,5,6,1199,1993,1993,153900
948,0,3,No,0,1,948,300,1,1968,948,TA,8978,69,0,0,5,5,948,1968,1968,108000
925,0,3,No,338,4,121,429,1,1965,925,TA,9100,70,0,0,6,5,925,1965,1965,117500
835,0,2,No,108,5,350,366,1,1920,835,TA,10625,85,0,0,5,5,458,1920,1950,83000
1580,886,4,No,0,1,1580,610,2,2004,2466,Gd,11143,102,0,214,5,8,1580,2004,2005,340000
1216,941,4,No,445,3,479,487,2,1966,2157,Gd,14200,88,309,66,6,7,924,1966,1966,226000
1060,0,3,No,840,6,200,572,2,1976,1060,TA,4224,44,0,110,7,5,1040,1976,1976,129900
2633,0,2,Gd,1282,6,1351,804,2,2001,2633,Ex,11400,69,705,140,5,10,2633,2001,2002,466500
1048,0,2,No,0,1,993,280,1,1922,1048,TA,6380,58,0,0,6,5,993,1922,1950,113000
953,711,3,No,0,1,953,460,2,2000,1664,TA,8121,69,0,40,5,6,953,2000,2000,172400
784,0,2,No,0,1,784,360,1,1950,784,TA,9000,60,0,0,3,6,784,1928,1950,76000
1279,0,3,No,641,5,276,473,1,1980,1279,TA,10125,75,0,83,6,6,1196,1977,1977,171500
1229,0,3,No,1059,5,75,284,2,1956,1229,TA,17140,69,0,0,6,4,1134,1956,1956,135000
1268,0,2,No,540,2,728,244,3,1954,1268,TA,7800,78,200,98,6,5,1268,1954,1954,132000
1428,0,3,No,0,1,1428,480,3,2007,1428,Gd,11639,95,0,120,5,7,1428,2007,2008,182000
1125,0,3,Av,631,5,410,352,1,1977,1125,TA,7200,72,255,0,6,6,1041,1976,1976,125000
1008,0,2,No,486,4,522,275,2,1954,1008,TA,11425,69,0,0,6,5,1008,1954,1954,137000
1630,0,3,Gd,0,1,1622,860,2,2008,1630,Ex,10226,61,270,42,5,8,1622,2008,2008,295493
864,864,3,No,503,3,361,673,2,2003,1728,Gd,8791,64,0,56,5,6,864,2003,2003,207500
1211,0,3,No,250,4,210,322,2,1968,1211,TA,8250,55,0,63,5,5,952,1968,1968,134000
1040,0,3,No,369,2,671,286,2,1959,1040,TA,7560,70,0,0,5,5,1040,1959,1959,133700
1707,0,2,No,0,1,1686,511,2,1981,1707,TA,16669,69,653,64,6,8,1686,1981,1981,228000
955,0,3,No,0,1,935,462,3,1998,1632,TA,9084,63,0,28,5,7,935,1998,1998,176500
1392,0,3,No,1302,4,90,528,1,1957,1392,TA,11341,69,180,0,6,5,1392,1957,1996,121500
1319,0,3,No,428,4,0,270,1,1953,1319,TA,10634,79,0,0,6,5,608,1953,1953,123000
742,742,3,No,0,1,742,390,3,2005,1484,Gd,12589,149,0,24,5,6,742,2005,2005,174000
971,0,3,Gd,523,4,448,300,1,1969,971,TA,9920,69,0,0,6,5,971,1969,1969,128500
1062,0,3,Av,539,5,490,539,2,1976,1062,TA,11333,69,0,0,5,6,1029,1976,1976,146800
980,0,4,Gd,945,4,0,0,0,1979,980,TA,9400,35,250,0,5,6,945,1975,1975,127500
1405,0,2,No,0,1,1405,478,2,2003,1405,Gd,3136,69,163,36,5,7,1405,2003,2003,171750
959,712,3,No,786,6,173,472,3,2000,1671,TA,10852,58,0,38,5,6,959,2000,2000,173000
1074,0,3,No,788,5,268,495,2,1975,1074,TA,10140,78,0,88,6,5,1056,1975,1975,153500
1547,720,2,None,0,0,0,672,1,1979,2320,TA,14762,69,0,144,6,5,0,1948,1950,169000
918,0,2,No,0,1,918,264,1,1979,918,TA,7892,55,0,0,5,6,918,1979,1979,99500
1437,0,3,Gd,1157,5,280,528,2,1976,1437,Gd,10768,90,0,21,8,5,1437,1976,2004,218000
1069,0,2,No,360,5,709,440,2,1977,1069,TA,4043,53,0,55,5,6,1069,1977,1977,127500
829,727,4,No,298,3,429,441,2,1968,1556,TA,11700,78,0,0,6,6,727,1968,1968,154000
824,1070,4,No,624,6,193,510,2,2002,1894,Gd,11316,80,44,40,5,7,817,2002,2003,214900
1973,0,3,Av,0,1,1935,895,3,2006,1973,Gd,14226,110,375,45,5,8,1935,2006,2006,395000
1898,1080,5,No,0,1,710,564,3,1961,2978,Gd,11275,96,300,0,7,7,710,1967,2007,242000
848,0,1,Av,662,6,186,420,2,2004,848,Gd,4438,69,205,0,5,6,848,2004,2004,149000
804,670,3,No,0,1,384,400,3,1995,1474,TA,8530,69,22,72,5,7,384,1995,1996,168500
1056,0,3,No,480,4,108,260,1,1954,1056,TA,9250,80,0,0,7,5,1056,1954,2005,139400
902,0,2,Av,301,4,239,484,1,1983,902,TA,8885,69,0,0,5,5,864,1983,1983,131000
1032,0,3,Av,605,5,427,564,1,1978,1032,TA,10395,69,233,0,6,6,1032,1978,1978,148000
1077,0,2,No,0,1,961,338,1,1920,1077,TA,8967,60,0,0,2,5,961,1920,1950,67000
1235,0,2,No,600,3,635,480,1,1961,1235,TA,8500,85,203,0,3,5,1235,1961,1961,98600
1442,0,3,Mn,738,6,172,719,3,1990,1442,Gd,10357,114,0,244,5,7,910,1990,1991,179900
483,504,2,No,387,5,96,264,1,1971,987,TA,1680,21,232,0,5,6,483,1971,1971,85400
1004,0,2,Gd,975,6,0,504,1,1977,1004,TA,10530,78,90,0,5,6,975,1977,1977,135000
1006,0,3,No,288,6,718,0,0,1979,1006,TA,9000,69,0,24,3,5,1006,1959,1959,80000
936,780,6,No,210,4,570,0,0,1979,1716,Fa,5687,55,0,184,6,5,780,1912,2000,135900
860,0,3,No,0,1,860,565,2,2004,1720,Gd,11645,89,0,70,5,7,860,2004,2004,196500
960,0,2,No,250,5,710,308,1,1997,960,Fa,6000,50,0,0,4,4,960,1920,1950,108500
1604,0,3,No,1334,6,270,660,2,2006,1604,Gd,8814,68,180,110,5,7,1604,2006,2006,220000
2217,0,4,Gd,351,5,1043,621,1,1970,2217,Gd,15865,95,0,207,6,8,2217,1970,1970,268000
1844,0,3,Av,1110,3,734,540,2,1969,1844,Gd,16381,69,312,73,5,6,1844,1969,1969,223000
799,772,3,No,0,1,799,380,2,1993,1571,TA,7837,59,0,40,7,6,799,1993,1994,178000
1479,0,3,No,0,1,1468,577,2,1999,1479,Gd,9382,93,125,25,5,7,1468,1999,2000,191000
1619,167,3,Gd,1249,4,103,529,3,1965,1786,TA,164660,69,0,0,6,5,1499,1965,1965,228950
1632,0,3,No,620,3,0,338,2,1958,1632,TA,9600,80,183,0,6,6,1240,1958,1988,139000
866,902,3,Av,20,6,846,578,2,2007,1768,Gd,10769,68,0,105,5,8,866,2007,2007,212000
1096,0,3,Mn,75,4,230,299,3,1969,1096,TA,15870,69,0,32,5,5,1096,1969,1969,138800
1236,857,3,No,0,1,791,542,3,1986,2093,TA,20544,46,123,63,6,7,791,1986,1991,215000
660,688,3,No,512,4,148,453,2,1966,1348,TA,7590,69,266,108,5,6,660,1966,1966,155000
728,728,3,Av,648,6,80,410,3,2005,1456,Gd,8199,63,0,18,5,7,728,2005,2005,189000
1600,0,2,Gd,1277,4,207,319,2,1957,1600,TA,16321,47,0,258,6,5,1484,1957,1997,207500
1700,0,3,Av,340,6,1342,544,2,2003,1700,Gd,9135,70,120,23,5,6,1682,2003,2003,200000
808,785,3,No,0,1,808,389,2,1993,1593,TA,9636,69,0,40,5,6,808,1992,1993,178000
1363,0,2,No,650,4,178,288,1,1951,1363,TA,14559,75,70,42,7,5,1008,1951,2000,164900
855,586,3,No,311,5,544,440,1,1978,1441,TA,2289,24,0,0,6,6,855,1978,1978,148500
1710,0,2,Gd,1400,4,310,866,2,2007,1710,Gd,13891,107,436,102,5,8,1710,2007,2008,372402
1222,888,3,No,695,6,253,463,2,1994,2110,Gd,8880,69,0,130,5,7,948,1994,2002,205000
725,754,3,No,533,6,192,475,2,1976,1479,Gd,13517,69,289,44,8,6,725,1976,2005,130500
767,0,1,Av,584,6,0,367,3,1998,767,TA,4058,34,182,40,5,7,723,1998,1998,133000
664,0,3,Av,554,6,100,426,2,2006,1496,Gd,17104,58,0,24,5,7,654,2006,2006,179665
1567,0,1,Av,1154,6,366,648,3,2006,1567,Ex,3982,53,0,0,5,8,1520,2006,2006,264561
1148,0,2,Mn,210,2,219,308,1,1952,1148,TA,6420,57,0,0,7,5,980,1952,1952,123500
1120,850,3,Mn,0,1,1085,753,3,2006,1970,Ex,11065,86,788,74,5,8,1085,2006,2006,281000
1453,1357,4,No,482,6,971,750,2,1990,2810,Gd,9572,69,336,0,5,8,1453,1990,1990,302000
1470,0,4,No,986,6,484,696,2,1998,2630,Gd,9200,80,473,66,5,8,1470,1998,1998,315000
1105,1169,5,No,443,3,662,480,2,1960,2274,TA,11600,80,361,0,5,5,1105,1960,1960,154300
1261,0,3,No,662,5,599,433,2,1958,1261,TA,9120,76,0,0,6,6,1261,1958,1958,163000
1486,0,3,No,637,4,849,480,3,1968,1486,TA,9937,75,0,0,7,5,1486,1964,1999,167000
773,0,2,No,570,4,203,240,1,1953,773,TA,7677,57,0,0,5,5,773,1953,1953,110000
1537,0,3,No,0,4,1319,462,2,1962,1537,Gd,8400,80,237,36,9,6,1319,1962,2005,174000
866,913,3,Av,0,1,866,546,2,1998,1779,Gd,10400,80,0,36,5,7,866,1998,1998,197900
1225,0,3,No,569,5,381,0,0,1979,1225,TA,9320,77,0,0,5,4,950,1959,1959,128950
848,0,1,Av,659,6,189,420,3,2003,848,Gd,4435,36,170,0,5,6,848,2003,2003,131500
780,596,3,No,0,1,780,198,1,1937,1376,TA,8600,50,0,0,6,6,780,1937,1950,119500
742,729,3,No,381,6,348,440,1,1999,1471,TA,3230,34,894,24,5,6,729,1999,1999,172500
869,0,2,No,0,1,440,0,0,1979,869,Fa,5900,51,0,0,7,4,440,1923,1958,85500
729,729,2,No,419,6,310,440,1,1999,1458,TA,3230,34,1129,32,5,6,729,1999,1999,176000
894,0,3,No,762,5,102,440,1,1974,894,TA,13350,100,0,0,5,5,864,1974,1974,142500
885,833,3,No,0,1,832,427,3,1998,1718,TA,10141,74,40,94,5,7,832,1998,1998,185000
1701,0,3,Gd,1390,5,0,611,3,1975,1701,TA,16647,69,0,0,5,5,1390,1975,1981,171000
864,0,3,No,600,4,264,576,1,1980,864,TA,12735,69,0,0,5,4,864,1972,1972,111250
1094,761,3,No,0,1,528,512,2,1976,1855,TA,9600,80,360,100,7,6,528,1976,1994,187000
1651,0,3,No,1398,5,0,616,3,1986,1651,TA,12416,47,132,0,5,6,1606,1986,1986,184000
612,612,3,Av,0,1,612,528,2,2009,1224,Gd,3951,40,76,234,5,6,612,2009,2009,164500
928,0,3,No,308,3,620,288,3,1957,928,TA,6000,50,0,0,6,5,928,1957,1957,112500
372,720,3,None,0,0,0,0,0,1979,1092,Fa,5600,70,0,0,5,4,0,1930,1950,55000
832,809,3,No,16,2,712,546,1,1925,1641,Ex,9600,60,0,0,7,7,728,1925,1990,178000
708,708,3,No,404,5,304,776,2,1968,1416,TA,11700,90,420,169,6,6,708,1968,1968,179900
1058,846,3,Av,546,6,512,736,3,2003,1904,Ex,10927,74,280,60,5,8,1058,2005,2005,275000
936,0,2,No,248,4,448,308,3,1956,936,TA,5868,74,0,0,7,5,936,1956,2000,129000
716,840,3,No,81,4,23,452,3,1980,1556,TA,1950,24,0,0,6,6,716,1980,1980,151000
864,0,2,No,120,2,744,400,1,1951,864,TA,19138,140,0,0,5,4,864,1951,1951,141000
1654,0,3,No,986,6,668,900,1,2002,1654,Gd,8125,69,295,136,5,7,1654,2002,2002,230000
1416,0,3,No,0,1,816,576,1,2007,1416,Gd,25339,69,0,0,7,5,816,1918,2007,112000
1268,1097,3,Mn,1163,6,89,856,2,1999,2365,Gd,9430,82,673,128,5,8,1252,1999,1999,337000
1067,0,2,No,442,4,625,436,1,1996,1067,Gd,9600,60,0,0,7,4,1067,1950,1995,128000
1318,584,4,None,0,0,0,539,1,1978,1902,TA,8930,68,0,0,5,6,0,1978,1978,112000
1557,0,2,Gd,0,1,1374,420,3,2003,1557,Gd,3196,69,18,20,5,7,1374,2003,2004,234000
1195,644,4,No,0,1,1195,486,3,1998,1839,TA,16770,58,30,81,5,7,1195,1998,1998,221000
